POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA6172,0,8,0,8,..,32,7,41,0,41,..,0,0,0,0,0,..,10,9,22,0,21,..,184,15,198,11,203,..,832,87,922,13,934,..,50,3,52,704,753,11791,884,91,975,715,13477
POA6173,0,0,0,0,..,28,4,30,0,30,..,6,0,6,0,6,..,6,3,6,0,11,..,150,17,170,3,176,..,637,42,681,7,691,..,49,0,49,417,463,11318,683,42,725,426,12474
POA6174,0,0,0,0,..,15,0,17,0,17,..,0,0,0,0,0,..,3,4,4,0,4,..,50,7,59,0,59,..,303,21,324,4,332,..,22,3,25,283,305,5045,322,29,348,288,5681
POA6175,0,0,0,0,..,10,0,12,0,12,..,5,0,5,0,5,..,3,0,5,0,8,..,45,0,47,4,47,..,156,7,166,8,173,..,9,0,8,143,156,3702,167,6,177,153,4021
POA6176,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,3,3,0,3,..,31,0,33,0,33,..,115,11,124,0,122,..,7,0,7,101,108,1862,120,11,130,102,2096
POA6180,0,0,0,0,..,17,5,22,0,20,..,0,0,0,0,0,..,16,3,19,0,19,..,154,12,168,0,166,..,691,53,745,11,756,..,23,0,27,267,294,5732,714,52,771,278,6777
POA6181,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,8,8,458,3,0,3,8,469
POA6182,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,17,0,17,..,0,0,0,116,114,1100,21,0,20,116,1243
POA6208,0,0,0,0,..,26,0,28,0,28,..,5,0,5,0,5,..,5,5,9,0,8,..,78,8,87,0,90,..,401,34,432,4,433,..,106,7,114,827,938,11572,511,32,544,831,12946
POA6209,0,0,0,0,..,9,5,7,0,7,..,0,0,0,0,0,..,0,4,3,0,3,..,6,4,3,0,8,..,40,7,48,0,47,..,8,0,6,161,172,1789,40,10,52,161,2002
POA6210,4,40,0,40,..,210,36,250,3,250,..,6,0,6,0,6,..,94,28,123,0,123,..,893,87,976,22,1001,..,4571,420,4993,50,5047,..,302,22,322,4319,4646,65343,4873,448,5316,4373,75034
POA6211,0,0,0,0,..,16,6,21,0,21,..,0,0,0,0,0,..,4,0,3,0,3,..,88,8,97,4,97,..,379,21,401,5,401,..,24,0,23,369,398,7697,403,18,426,376,8498
POA6213,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,15,0,15,..,3,0,3,62,66,570,20,0,20,62,654
POA6214,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,4,0,4,0,8,..,0,0,0,36,36,638,4,0,4,40,684
POA6215,0,0,0,0,..,5,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,9,27,0,27,..,212,33,241,3,248,..,17,0,17,331,346,3645,225,33,258,334,4234
POA6218,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,19,..,0,0,0,31,32,490,20,0,20,30,541
POA6219,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,11,..,0,0,0,33,33,556,12,0,12,35,604
POA6220,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,80,6,89,0,91,..,715,105,814,13,823,..,22,0,22,232,256,3271,731,105,838,241,4346
POA6221,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,5,13,0,13,..,0,0,0,19,19,260,16,5,13,19,291
POA6223,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,6,10,137,15,0,17,6,159
POA6224,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,10,..,41,0,39,5,43,..,0,0,0,116,118,1096,39,0,41,118,1254
POA6225,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,54,5,57,0,60,..,212,23,235,0,246,..,29,3,26,708,738,8186,239,28,264,707,9164
POA6226,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,11,0,11,..,25,3,28,0,28,..,0,0,0,41,41,869,25,3,28,41,938
POA6227,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,15,..,0,0,0,34,35,742,16,0,16,35,788
POA6228,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,6,..,0,0,0,12,12,127,3,0,7,9,144
POA6229,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,26,26,144,3,0,3,26,174
POA6230,0,29,0,29,..,60,11,71,0,71,..,6,0,6,0,6,..,61,35,96,0,97,..,573,61,639,13,648,..,3818,405,4231,47,4275,..,132,11,145,2848,3003,37698,3953,423,4375,2900,44972
POA6232,0,11,0,11,..,19,9,30,0,30,..,0,0,0,0,0,..,9,14,17,0,17,..,181,15,199,4,207,..,766,80,846,13,858,..,32,5,40,581,622,9924,803,85,882,594,11402
POA6233,0,13,0,13,..,27,5,30,0,30,..,4,0,4,0,4,..,13,3,21,0,19,..,206,31,237,14,253,..,1117,137,1251,19,1275,..,74,0,76,856,928,18227,1185,145,1329,880,20432
POA6236,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,18,0,14,..,43,0,49,0,47,..,0,0,0,132,136,2025,48,0,52,132,2213
POA6237,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,28,0,29,0,29,..,89,3,93,0,93,..,0,0,0,163,166,2397,95,3,94,163,2656
POA6239,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,6,17,0,17,..,48,11,57,0,61,..,194,34,222,0,227,..,8,6,13,279,290,4139,196,41,237,277,4657
POA6240,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,17,17,145,4,0,4,17,165
POA6243,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,80,0,0,0,5,84
POA6244,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,12,0,12,..,30,3,38,0,38,..,5,0,5,161,167,1376,35,3,41,161,1580
POA6251,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,20,0,26,0,26,..,0,0,0,11,11,280,20,0,26,11,310
POA6252,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,19,0,19,..,0,0,0,7,7,121,14,0,19,7,149
POA6253,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,20,0,20,0,20,..,0,0,0,39,39,595,20,0,20,39,655
POA6254,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,24,0,24,0,24,..,0,0,0,55,55,466,24,0,24,55,541
POA6255,0,0,0,0,..,8,0,8,0,11,..,0,0,0,0,0,..,3,5,8,0,8,..,28,4,34,3,36,..,127,10,137,8,144,..,7,0,7,301,305,3951,133,10,141,304,4403
POA6256,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,14,..,0,0,0,40,40,373,17,0,17,45,434
POA6258,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,106,19,128,0,130,..,369,53,422,6,429,..,15,5,18,397,416,5639,387,55,443,401,6483
POA6260,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,3,36,0,36,..,90,20,111,0,111,..,5,0,4,164,162,1117,93,19,115,164,1396
POA6262,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,4,0,4,..,17,0,17,0,17,..,0,0,0,84,84,631,17,0,17,84,733
POA6271,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,23,0,23,..,77,0,72,0,81,..,5,0,10,202,212,3168,81,3,86,209,3461
POA6275,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,13,0,13,..,49,0,50,0,50,..,0,0,0,173,173,1293,49,0,50,173,1506
POA6280,0,13,0,19,..,54,11,68,0,66,..,0,0,0,0,0,..,43,26,67,0,67,..,272,74,349,10,357,..,1348,182,1527,29,1556,..,105,12,114,1554,1671,27361,1455,188,1645,1579,30585
POA6281,0,4,0,4,..,14,0,19,0,19,..,0,0,0,0,0,..,3,0,3,0,3,..,69,0,68,0,71,..,444,23,465,6,470,..,24,0,24,553,578,7495,473,26,492,553,8543
POA6282,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,72,0,72,0,72,..,3,0,3,109,115,1332,75,0,75,109,1522
POA6284,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,4,0,7,0,7,..,26,5,23,0,23,..,129,6,136,8,141,..,11,0,11,292,297,2430,137,6,141,296,2875
POA6285,0,0,0,0,..,24,3,29,0,29,..,0,0,0,0,0,..,7,3,14,0,14,..,101,63,163,3,171,..,842,126,973,12,985,..,29,3,34,790,824,8823,875,131,1009,806,10633
POA6286,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,12,0,12,..,49,5,51,0,51,..,3,0,3,68,70,715,46,5,58,68,841
POA6288,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,16,0,21,0,21,..,5,0,5,40,47,534,24,0,25,40,603
POA6290,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,4,4,5,0,5,..,45,3,45,0,51,..,4,0,4,136,136,1650,48,3,54,134,1837
POA6302,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,33,0,35,0,43,..,105,3,103,5,108,..,3,0,3,296,301,3086,104,3,110,297,3485
POA6304,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,0,0,0,..,5,0,7,0,7,..,48,3,53,0,53,..,4,0,3,182,187,1431,53,10,54,182,1669
POA6306,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,15,0,15,..,37,8,44,0,46,..,0,0,0,95,101,835,43,8,42,99,976
POA6308,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,20,0,20,..,52,5,53,0,53,..,7,0,9,152,164,1345,60,5,64,152,1568
POA6309,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,24,24,261,5,0,5,24,292
POA6311,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,15,0,15,0,15,..,4,0,4,48,47,538,16,0,19,48,605
POA6312,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,9,0,9,..,86,13,96,5,100,..,379,28,412,5,419,..,11,3,15,479,493,3640,390,38,428,488,4556
POA6313,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,17,17,231,0,0,0,17,247
POA6315,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,4,0,4,..,19,0,21,0,21,..,64,3,70,0,70,..,5,0,5,194,199,1605,72,3,74,194,1878
POA6316,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,3,0,3,39,45,345,11,0,11,39,391
POA6317,0,7,0,7,..,8,0,7,0,7,..,0,0,0,0,0,..,4,6,6,0,6,..,208,160,369,12,378,..,516,260,782,15,797,..,23,9,33,397,430,2858,547,271,815,409,4085
POA6318,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,15,0,15,0,15,..,0,0,0,53,55,420,18,0,18,53,493
POA6320,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,20,0,20,0,20,..,0,0,0,64,64,474,20,0,20,64,554
POA6321,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,3,0,3,..,15,0,19,0,19,..,0,0,0,62,64,420,21,0,19,62,505
POA6322,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,22,211,3,0,3,21,240
POA6323,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,29,0,29,0,31,..,4,0,4,93,92,937,32,0,32,94,1062
POA6324,0,0,0,0,..,9,3,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,90,37,128,0,128,..,215,58,279,0,276,..,3,0,3,460,470,2997,221,63,285,466,3743
POA6326,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,7,0,7,..,30,0,33,0,33,..,0,0,0,58,57,432,31,0,32,58,514
POA6327,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,38,38,223,10,0,10,38,268
POA6328,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,7,..,0,0,0,30,34,395,11,0,9,28,431
POA6330,0,19,0,19,..,56,4,61,0,61,..,8,0,6,0,6,..,34,0,39,0,39,..,463,136,595,0,594,..,2108,248,2357,16,2372,..,92,7,98,2163,2263,33415,2194,260,2452,2179,38042
POA6333,0,3,0,3,..,5,3,9,0,9,..,0,0,0,0,0,..,16,5,19,0,19,..,35,0,36,0,38,..,229,14,237,5,238,..,13,0,13,576,587,5481,237,14,247,576,6310
POA6335,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,7,..,67,0,67,0,65,..,0,0,0,63,62,628,67,0,67,66,758
POA6336,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,33,33,300,11,4,13,33,343
POA6337,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,21,0,27,0,27,..,4,0,0,72,75,446,22,5,29,72,545
POA6338,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,30,0,33,0,33,..,0,0,0,32,32,666,30,0,33,33,730
POA6341,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,14,14,237,12,0,12,14,260
POA6343,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,43,39,188,6,0,6,43,231
POA6346,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,12,0,12,..,46,3,53,0,53,..,4,0,4,75,82,702,56,3,60,75,832
POA6348,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,64,5,67,0,67,..,0,0,0,103,109,935,68,5,67,103,1115
POA6350,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,64,69,262,6,0,9,64,335
POA6351,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,52,0,0,0,3,57
POA6352,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,40,40,134,0,0,0,40,172
POA6353,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,41,3,44,0,44,..,0,0,0,47,47,697,40,3,43,47,786
POA6355,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,32,0,29,..,0,0,0,37,37,375,24,0,32,38,441
POA6356,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,11,11,108,4,0,4,11,115
POA6357,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,3,0,3,..,0,0,0,10,10,46,8,0,3,10,60
POA6358,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,19,19,88,0,0,0,19,105
POA6359,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,17,0,17,..,0,0,0,75,75,348,14,0,15,75,439
POA6361,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,18,18,81,3,0,3,18,102
POA6363,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,84,0,0,0,3,93
POA6365,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,9,0,9,..,0,0,0,48,48,483,7,3,9,48,538
POA6367,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,17,3,20,0,20,..,0,0,0,30,30,286,15,5,22,30,332
POA6368,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,10,10,74,3,0,3,10,85
POA6369,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,6,..,34,0,34,3,41,..,0,0,0,118,114,508,37,0,37,119,656
POA6370,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,10,..,0,0,0,69,69,377,11,0,10,69,457
POA6372,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,14,14,89,3,0,3,14,105
POA6373,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,76,0,0,0,0,82
POA6375,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,30,0,30,0,28,..,0,0,0,60,60,787,30,0,30,57,880
POA6383,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,4,..,21,0,21,0,21,..,14,0,14,240,254,661,36,0,37,235,935
POA6384,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,25
POA6385,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
POA6386,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,51,51,59,0,0,0,51,114
POA6390,0,4,0,4,..,3,0,3,4,5,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,11,..,63,6,69,6,77,..,5,0,5,143,145,1451,66,6,77,150,1673
POA6391,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,37,0,37,0,34,..,0,0,0,116,117,892,34,0,34,113,1040
POA6392,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,64,61,368,0,0,0,64,432
POA6393,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,104,0,0,0,15,119
POA6394,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,12,0,12,..,0,0,0,54,54,415,7,0,12,54,477
POA6395,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,6,0,6,..,16,0,16,3,19,..,82,6,90,9,94,..,0,0,3,119,122,1326,78,12,91,124,1543
POA6396,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,22,0,22,0,22,..,0,0,0,31,28,302,18,0,25,30,353
POA6397,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,83,0,0,0,9,92
POA6398,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,5,..,20,0,19,0,21,..,0,0,0,27,28,499,17,0,24,29,552
POA6401,0,12,0,12,..,7,0,9,0,9,..,0,0,0,0,0,..,7,3,15,0,15,..,74,17,90,0,95,..,437,63,498,12,510,..,23,3,29,1090,1121,6659,458,64,527,1100,8283
POA6403,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,13,13,144,3,0,3,13,158
POA6405,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,4,0,7,0,7,..,0,0,0,32,32,303,4,0,7,32,338
POA6407,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,5,..,69,3,74,7,76,..,0,0,0,59,61,822,67,3,71,65,960
POA6409,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,52,57,327,0,0,0,52,386
POA6410,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,19,0,19,..,40,0,42,0,45,..,6,0,6,79,88,815,45,0,50,85,949
POA6411,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,25,25,104,6,0,6,25,133
POA6412,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,42,0,0,0,15,59
POA6413,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,47,0,0,0,12,59
POA6414,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,58,0,0,0,15,75
POA6415,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,4,4,0,4,..,32,0,37,0,37,..,133,12,142,0,145,..,4,5,11,297,305,2317,137,18,148,296,2771
POA6418,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,12,0,15,..,31,6,38,0,33,..,0,0,0,74,79,629,31,6,35,78,742
POA6419,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,50,0,0,0,3,51
POA6420,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,77,3,0,3,0,77
POA6421,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,5,0,5,..,0,0,0,32,32,133,8,0,5,32,168
POA6422,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,7,7,54,4,0,3,7,64
POA6423,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,133,0,0,0,14,146
POA6424,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,6,6,60,3,0,3,6,72
